Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
rê			2073	312	64	35.853	0.001
sentada			2073	312	138	35.853	0.002
sonha			2073	312	230	35.853	0.004
abelha			2079	310	250	35.623	0.004
aperto			2079	310	214	35.623	0.003
engano			2079	310	228	35.623	0.004
ferido			2079	310	240	35.623	0.004
fina			2079	310	224	35.623	0.004
rala			2079	310	126	35.623	0.002
complicado			2085	308	242	35.393	0.004
jura			2085	308	204	35.393	0.003
mentiu			2085	308	232	35.393	0.004
toco			2085	308	210	35.393	0.003
acompanhar			2089	306	188	35.164	0.003
apaixona			2089	306	192	35.164	0.003
cinema			2089	306	242	35.164	0.004
cruel			2089	306	216	35.164	0.003
fumaça			2089	306	234	35.164	0.004
gandaia			2089	306	190	35.164	0.003
go			2089	306	68	35.164	0.001
kika			2089	306	24	35.164	0.000
moleque			2089	306	184	35.164	0.003
palha			2089	306	220	35.164	0.004
tendo			2089	306	220	35.164	0.004
vara			2089	306	110	35.164	0.002
véio			2089	306	152	35.164	0.002
abrigo			2102	304	226	34.934	0.004
afastar			2102	304	186	34.934	0.003
animal			2102	304	214	34.934	0.003
bandeira			2102	304	218	34.934	0.003
coraçãoeu			2102	304	240	34.934	0.004
ligação			2102	304	194	34.934	0.003
magoei			2102	304	208	34.934	0.003
ovo			2102	304	116	34.934	0.002
parabéns			2102	304	124	34.934	0.002
sentiu			2102	304	226	34.934	0.004
caruaru			2112	302	126	34.704	0.002
esses			2112	302	254	34.704	0.004
pedaços			2112	302	226	34.704	0.004
podem			2112	302	226	34.704	0.004
salvador			2112	302	220	34.704	0.004
semente			2112	302	230	34.704	0.004
termina			2112	302	208	34.704	0.003
rosas			2119	300	170	34.474	0.003
veia			2119	300	196	34.474	0.003
vender			2119	300	196	34.474	0.003
daria			2122	298	218	34.244	0.003
perigoso			2122	298	206	34.244	0.003
pernambuco			2122	298	224	34.244	0.004
roubou			2122	298	190	34.244	0.003
vício			2122	298	206	34.244	0.003
aberto			2127	296	234	34.014	0.004
acabando			2127	296	246	34.014	0.004
acordado			2127	296	238	34.014	0.004
amarela			2127	296	174	34.014	0.003
combinado			2127	296	126	34.014	0.002
corpinho			2127	296	210	34.014	0.003
dente			2127	296	190	34.014	0.003
fizer			2127	296	220	34.014	0.004
havia			2127	296	240	34.014	0.004
impedir			2127	296	152	34.014	0.002
largo			2127	296	188	34.014	0.003
lei			2127	296	236	34.014	0.004
lembre			2127	296	168	34.014	0.003
tocador			2127	296	188	34.014	0.003
vitória			2127	296	130	34.014	0.002
vocênão			2127	296	254	34.014	0.004
feriu			2143	294	238	33.785	0.004
guia			2143	294	250	33.785	0.004
hô			2143	294	44	33.785	0.001
imagina			2143	294	174	33.785	0.003
mandando			2143	294	174	33.785	0.003
passava			2143	294	232	33.785	0.004
queres			2143	294	162	33.785	0.003
riso			2143	294	228	33.785	0.004
rubi			2143	294	34	33.785	0.001
tche			2143	294	26	33.785	0.000
u			2143	294	98	33.785	0.002
área			2143	294	182	33.785	0.003
encontrou			2155	292	216	33.555	0.003
errar			2155	292	190	33.555	0.003
insiste			2155	292	206	33.555	0.003
io			2155	292	26	33.555	0.000
libera			2155	292	116	33.555	0.002
melhorar			2155	292	162	33.555	0.003
olinda			2155	292	168	33.555	0.003
perdoe			2155	292	196	33.555	0.003
reggae			2155	292	108	33.555	0.002
salva			2155	292	98	33.555	0.002
subiu			2155	292	130	33.555	0.002
vêm			2155	292	154	33.555	0.002
abandonou			2167	290	220	33.325	0.004
ajude			2167	290	196	33.325	0.003
confessar			2167	290	200	33.325	0.003
doidinha			2167	290	152	33.325	0.002
escrevi			2167	290	230	33.325	0.004
faltou			2167	290	228	33.325	0.004
insistir			2167	290	218	33.325	0.003
pesada			2167	290	198	33.325	0.003
relógio			2167	290	226	33.325	0.004
cores			2176	288	200	33.095	0.003
deito			2176	288	214	33.095	0.003
galope			2176	288	180	33.095	0.003
mania			2176	288	218	33.095	0.003
sentado			2176	288	226	33.095	0.004
trai			2176	288	132	33.095	0.002
vó			2176	288	54	33.095	0.001
cantos			2183	286	228	32.865	0.004
dan			2183	286	32	32.865	0.001
ilha			2183	286	168	32.865	0.003
raparigar			2183	286	152	32.865	0.002
rima			2183	286	198	32.865	0.003
separa			2183	286	210	32.865	0.003
ternura			2183	286	226	32.865	0.004
assunto			2190	284	202	32.636	0.003
boquinha			2190	284	134	32.636	0.002
cozinha			2190	284	212	32.636	0.003
dedos			2190	284	204	32.636	0.003
dispara			2190	284	212	32.636	0.003
doi			2190	284	118	32.636	0.002
estranha			2190	284	158	32.636	0.003
farinha			2190	284	190	32.636	0.003
ladeira			2190	284	198	32.636	0.003
natural			2190	284	244	32.636	0.004
voltava			2190	284	180	32.636	0.003
apesar			2201	282	230	32.406	0.004
diante			2201	282	220	32.406	0.004
envolve			2201	282	162	32.406	0.003
forrozão			2201	282	160	32.406	0.003
juiz			2201	282	156	32.406	0.002
maluca			2201	282	192	32.406	0.003
nuvens			2201	282	208	32.406	0.003
passagem			2201	282	204	32.406	0.003
porto			2201	282	188	32.406	0.003
requebra			2201	282	104	32.406	0.002
tan			2201	282	28	32.406	0.000
arrependido			2212	280	220	32.176	0.004
casinha			2212	280	198	32.176	0.003
decidir			2212	280	196	32.176	0.003
envolvente			2212	280	200	32.176	0.003
fazendeiro			2212	280	166	32.176	0.003
milhões			2212	280	188	32.176	0.003
mágoa			2212	280	236	32.176	0.004
quintal			2212	280	218	32.176	0.003
ressaca			2212	280	164	32.176	0.003
sorria			2212	280	170	32.176	0.003
abriu			2222	278	218	31.946	0.003
alucinado			2222	278	156	31.946	0.002
amarelo			2222	278	132	31.946	0.002
aquece			2222	278	214	31.946	0.003
cala			2222	278	180	31.946	0.003
calada			2222	278	212	31.946	0.003
chamei			2222	278	206	31.946	0.003
choveu			2222	278	96	31.946	0.002
contas			2222	278	188	31.946	0.003
crescendo			2222	278	206	31.946	0.003
desprezo			2222	278	188	31.946	0.003
foda			2222	278	110	31.946	0.002
molhar			2222	278	188	31.946	0.003
resposta			2222	278	208	31.946	0.003
sogra			2222	278	76	31.946	0.001
sorriu			2222	278	198	31.946	0.003
acender			2238	276	194	31.716	0.003
cansa			2238	276	208	31.716	0.003
coxa			2238	276	98	31.716	0.002
imaginando			2238	276	210	31.716	0.003
lagoa			2238	276	164	31.716	0.003
lar			2238	276	208	31.716	0.003
mentiroso			2238	276	90	31.716	0.001
resistir			2238	276	192	31.716	0.003
roendo			2238	276	158	31.716	0.003
sela			2238	276	196	31.716	0.003
arranca			2248	274	150	31.486	0.002
bons			2248	274	204	31.486	0.003
calçada			2248	274	220	31.486	0.004
canela			2248	274	128	31.486	0.002
convidar			2248	274	180	31.486	0.003
delegado			2248	274	164	31.486	0.003
derramar			2248	274	190	31.486	0.003
fecha			2248	274	154	31.486	0.002
gonzaga			2248	274	172	31.486	0.003
ingrata			2248	274	130	31.486	0.002
irá			2248	274	192	31.486	0.003
madeira			2248	274	190	31.486	0.003
pinta			2248	274	182	31.486	0.003
rever			2248	274	212	31.486	0.003
segure			2248	274	140	31.486	0.002
suado			2248	274	204	31.486	0.003
voltas			2248	274	178	31.486	0.003
voçê			2248	274	114	31.486	0.002
arrepiar			2266	272	182	31.257	0.003
charme			2266	272	186	31.257	0.003
feitiço			2266	272	206	31.257	0.003
gibão			2266	272	218	31.257	0.003
largado			2266	272	180	31.257	0.003
molhado			2266	272	186	31.257	0.003
oração			2266	272	204	31.257	0.003
perfeita			2266	272	188	31.257	0.003
televisão			2266	272	224	31.257	0.004
vulcão			2266	272	192	31.257	0.003
zueira			2266	272	172	31.257	0.003
agarrado			2277	270	204	31.027	0.003
agarrar			2277	270	172	31.027	0.003
don			2277	270	100	31.027	0.002
encaixa			2277	270	84	31.027	0.001
existia			2277	270	200	31.027	0.003
levei			2277	270	216	31.027	0.003
maravilhosa			2277	270	160	31.027	0.003
mé			2277	270	150	31.027	0.002
nação			2277	270	234	31.027	0.004
parecia			2277	270	210	31.027	0.003
precisava			2277	270	202	31.027	0.003
primavera			2277	270	214	31.027	0.003
re			2277	270	90	31.027	0.001
ri			2277	270	144	31.027	0.002
sento			2277	270	68	31.027	0.001
base			2292	268	162	30.797	0.003
ciranda			2292	268	150	30.797	0.002
cu			2292	268	44	30.797	0.001
falam			2292	268	206	30.797	0.003
ferida			2292	268	214	30.797	0.003
ouviu			2292	268	198	30.797	0.003
ponte			2292	268	132	30.797	0.002
quebrado			2292	268	178	30.797	0.003
sonhador			2292	268	214	30.797	0.003
tam			2292	268	14	30.797	0.000
vais			2292	268	184	30.797	0.003
ôu			2292	268	22	30.797	0.000
abandonado			2304	266	178	30.567	0.003
coraçao			2304	266	156	30.567	0.002
costas			2304	266	168	30.567	0.003
côco			2304	266	126	30.567	0.002
fugindo			2304	266	194	30.567	0.003
negão			2304	266	120	30.567	0.002
oito			2304	266	174	30.567	0.003
raiz			2304	266	208	30.567	0.003
rodando			2304	266	142	30.567	0.002
tambem			2304	266	204	30.567	0.003
arruma			2314	264	182	30.337	0.003
brasileira			2314	264	156	30.337	0.002
calça			2314	264	192	30.337	0.003
gemendo			2314	264	196	30.337	0.003
haver			2314	264	226	30.337	0.004
iluminar			2314	264	186	30.337	0.003
modo			2314	264	198	30.337	0.003
pronta			2314	264	172	30.337	0.003
xenhenhém			2314	264	44	30.337	0.001
bala			2323	262	194	30.107	0.003
barro			2323	262	186	30.107	0.003
campina			2323	262	188	30.107	0.003
cartão			2323	262	182	30.107	0.003
conseguiu			2323	262	172	30.107	0.003
faculdade			2323	262	160	30.107	0.003
fomos			2323	262	182	30.107	0.003
galho			2323	262	168	30.107	0.003
januário			2323	262	90	30.107	0.001
lamento			2323	262	202	30.107	0.003
limites			2323	262	176	30.107	0.003
locutor			2323	262	128	30.107	0.002
marcou			2323	262	170	30.107	0.003
plano			2323	262	198	30.107	0.003
surpresa			2323	262	202	30.107	0.003
bull			2338	260	164	29.878	0.003
buraco			2338	260	156	29.878	0.002
clarão			2338	260	196	29.878	0.003
crianças			2338	260	198	29.878	0.003
criar			2338	260	190	29.878	0.003
enchendo			2338	260	160	29.878	0.003
fumo			2338	260	122	29.878	0.002
girar			2338	260	158	29.878	0.003
invadiu			2338	260	190	29.878	0.003
luxo			2338	260	154	29.878	0.002
navegar			2338	260	162	29.878	0.003
navio			2338	260	114	29.878	0.002
perguntei			2338	260	184	29.878	0.003
tens			2338	260	216	29.878	0.003
vende			2338	260	106	29.878	0.002
ardente			2353	258	212	29.648	0.003
belém			2353	258	182	29.648	0.003
cabo			2353	258	122	29.648	0.002
capim			2353	258	152	29.648	0.002
carolina			2353	258	56	29.648	0.001
compreender			2353	258	208	29.648	0.003
desesperado			2353	258	208	29.648	0.003
dividido			2353	258	152	29.648	0.002
humilhar			2353	258	160	29.648	0.003
jurei			2353	258	164	29.648	0.003
maravilha			2353	258	136	29.648	0.002
pesado			2353	258	176	29.648	0.003
problemas			2353	258	202	29.648	0.003
pássaro			2353	258	202	29.648	0.003
qui			2353	258	108	29.648	0.002
tac			2353	258	68	29.648	0.001
acostumei			2369	256	122	29.418	0.002
andou			2369	256	168	29.418	0.003
animação			2369	256	218	29.418	0.003
assumir			2369	256	152	29.418	0.002
astral			2369	256	182	29.418	0.003
ficava			2369	256	190	29.418	0.003
soca			2369	256	20	29.418	0.000
sofra			2369	256	134	29.418	0.002
ão			2369	256	30	29.418	0.000
barulho			2378	254	176	29.188	0.003
boy			2378	254	104	29.188	0.002
embriagado			2378	254	206	29.188	0.003
fuck			2378	254	6	29.188	0.000
gaiola			2378	254	192	29.188	0.003
gritava			2378	254	140	29.188	0.002
is			2378	254	78	29.188	0.001
mano			2378	254	138	29.188	0.002
mostrando			2378	254	202	29.188	0.003
namorados			2378	254	190	29.188	0.003
nêga			2378	254	90	29.188	0.001
sequer			2378	254	196	29.188	0.003
yeah			2378	254	78	29.188	0.001
ódio			2378	254	156	29.188	0.002
banheiro			2392	252	180	28.958	0.003
bocas			2392	252	186	28.958	0.003
burro			2392	252	136	28.958	0.002
cruz			2392	252	178	28.958	0.003
disparou			2392	252	48	28.958	0.001
engate			2392	252	6	28.958	0.000
fugiu			2392	252	192	28.958	0.003
garoto			2392	252	148	28.958	0.002
julieta			2392	252	74	28.958	0.001
notar			2392	252	186	28.958	0.003
ooh			2392	252	66	28.958	0.001
plantar			2392	252	194	28.958	0.003
porra			2392	252	84	28.958	0.001
recife			2392	252	178	28.958	0.003
tha			2392	252	4	28.958	0.000
abandonar			2407	250	186	28.728	0.003
antônio			2407	250	164	28.728	0.003
arrumada			2407	250	60	28.728	0.001
custa			2407	250	158	28.728	0.003
garupa			2407	250	164	28.728	0.003
maracatu			2407	250	160	28.728	0.003
palhaço			2407	250	178	28.728	0.003
pegador			2407	250	128	28.728	0.002
pisou			2407	250	146	28.728	0.002
puxe			2407	250	136	28.728	0.002
sal			2407	250	186	28.728	0.003
veste			2407	250	176	28.728	0.003
alta			2419	248	190	28.499	0.003
arrependida			2419	248	188	28.499	0.003
briguei			2419	248	156	28.499	0.002
carinhoso			2419	248	196	28.499	0.003
colocar			2419	248	156	28.499	0.002
erros			2419	248	206	28.499	0.003
imagem			2419	248	182	28.499	0.003
inté			2419	248	190	28.499	0.003
merecer			2419	248	188	28.499	0.003
mexa			2419	248	84	28.499	0.001
natal			2419	248	204	28.499	0.003
quiz			2419	248	168	28.499	0.003
trair			2419	248	156	28.499	0.002
xamego			2419	248	134	28.499	0.002
cuido			2433	246	124	28.269	0.002
explica			2433	246	154	28.269	0.002
fantasias			2433	246	178	28.269	0.003
he			2433	246	44	28.269	0.001
imaginação			2433	246	160	28.269	0.003
inveja			2433	246	172	28.269	0.003
noção			2433	246	178	28.269	0.003
pisar			2433	246	174	28.269	0.003
pulando			2433	246	118	28.269	0.002
receber			2433	246	206	28.269	0.003
rosinha			2433	246	140	28.269	0.002
brega			2444	244	84	28.039	0.001
buscando			2444	244	184	28.039	0.003
colar			2444	244	164	28.039	0.003
esquema			2444	244	106	28.039	0.002
geme			2444	244	98	28.039	0.002
jogado			2444	244	196	28.039	0.003
sabes			2444	244	156	28.039	0.002
separação			2444	244	204	28.039	0.003
sobrando			2444	244	152	28.039	0.002
sobreviver			2444	244	188	28.039	0.003
sumiu			2444	244	172	28.039	0.003
vilões			2444	244	118	28.039	0.002
acertou			2456	242	138	27.809	0.002
alguns			2456	242	208	27.809	0.003
arrependeu			2456	242	170	27.809	0.003
fuma			2456	242	72	27.809	0.001
ler			2456	242	180	27.809	0.003
manter			2456	242	156	27.809	0.002
moro			2456	242	186	27.809	0.003
pedras			2456	242	180	27.809	0.003
sabem			2456	242	184	27.809	0.003
socorro			2456	242	114	27.809	0.002
umbigo			2456	242	134	27.809	0.002
è			2456	242	146	27.809	0.002
achou			2468	240	174	27.579	0.003
apertar			2468	240	174	27.579	0.003
arco			2468	240	180	27.579	0.003
aumentar			2468	240	144	27.579	0.002
completar			2468	240	176	27.579	0.003
conselho			2468	240	190	27.579	0.003
existir			2468	240	166	27.579	0.003
fortaleza			2468	240	150	27.579	0.002
limão			2468	240	154	27.579	0.002
paixões			2468	240	164	27.579	0.003
parceiro			2468	240	156	27.579	0.002
pompom			2468	240	22	27.579	0.000
possível			2468	240	162	27.579	0.003
povão			2468	240	144	27.579	0.002
puxando			2468	240	172	27.579	0.003
